,gwicid,time_period,season,count,swl_ground,change,latitude,longitude
369,64686,2000-2003,spring,0,,,46.7404124,-112.0215656
370,64686,2000-2003,summer,2,59.535,,46.7404124,-112.0215656
371,64686,2000-2003,fall,0,,,46.7404124,-112.0215656
372,64686,2004-2007,winter,9,61.135555555555555,,46.7404124,-112.0215656
373,64686,2004-2007,spring,8,61.29375,,46.7404124,-112.0215656
374,64686,2004-2007,summer,9,61.08555555555555,0.03,46.7404124,-112.0215656
375,64686,2004-2007,fall,11,61.66,,46.7404124,-112.0215656
376,64686,2008-2011,winter,10,63.911,0.05,46.7404124,-112.0215656
377,64686,2008-2011,spring,11,63.01,0.03,46.7404124,-112.0215656
378,64686,2008-2011,summer,9,63.763333333333335,0.04,46.7404124,-112.0215656
379,64686,2008-2011,fall,12,64.02916666666667,0.04,46.7404124,-112.0215656
380,64686,2012-2015,winter,12,63.09583333333333,-0.01,46.7404124,-112.0215656
381,64686,2012-2015,spring,10,63.148,0.0,46.7404124,-112.0215656
382,64686,2012-2015,summer,8,63.651250000000005,-0.0,46.7404124,-112.0215656
383,64686,2012-2015,fall,12,64.18833333333333,0.0,46.7404124,-112.0215656
384,64686,2016-2019,winter,11,66.56454545454545,0.05,46.7404124,-112.0215656
385,64686,2016-2019,spring,10,65.864,0.04,46.7404124,-112.0215656
386,64686,2016-2019,summer,10,67.21000000000001,0.06,46.7404124,-112.0215656
387,64686,2016-2019,fall,10,66.401,0.03,46.7404124,-112.0215656
388,64686,2020-2023,winter,5,62.3,-0.06,46.7404124,-112.0215656
389,64686,2020-2023,spring,7,62.395714285714284,-0.05,46.7404124,-112.0215656
390,64686,2020-2023,summer,4,63.43,-0.06,46.7404124,-112.0215656
391,64686,2020-2023,fall,4,62.255,-0.06,46.7404124,-112.0215656
392,64737,prior to 2000,winter,19,51.82473684210526,,46.7317468,-112.0192694
393,64737,prior to 2000,spring,16,51.7775,,46.7317468,-112.0192694
394,64737,prior to 2000,summer,15,54.134,,46.7317468,-112.0192694
395,64737,prior to 2000,fall,20,53.028999999999996,,46.7317468,-112.0192694
396,64737,2000-2003,winter,14,55.885,0.08,46.7317468,-112.0192694
397,64737,2000-2003,spring,10,57.03099999999999,0.1,46.7317468,-112.0192694
398,64737,2000-2003,summer,7,59.06857142857143,0.09,46.7317468,-112.0192694
399,64737,2000-2003,fall,9,58.27777777777778,0.1,46.7317468,-112.0192694
400,64737,2004-2007,winter,13,60.72615384615384,0.09,46.7317468,-112.0192694
401,64737,2004-2007,spring,12,59.344166666666666,0.04,46.7317468,-112.0192694
402,64737,2004-2007,summer,11,63.53181818181818,0.08,46.7317468,-112.0192694
403,64737,2004-2007,fall,14,62.11857142857143,0.07,46.7317468,-112.0192694
404,64737,2008-2011,winter,12,64.525,0.06,46.7317468,-112.0192694
405,64737,2008-2011,spring,12,64.10833333333333,0.08,46.7317468,-112.0192694
406,64737,2008-2011,summer,8,67.11,0.06,46.7317468,-112.0192694
407,64737,2008-2011,fall,11,66.8690909090909,0.08,46.7317468,-112.0192694
408,64737,2012-2015,winter,12,69.6775,0.08,46.7317468,-112.0192694
409,64737,2012-2015,spring,10,68.738,0.07,46.7317468,-112.0192694
410,64737,2012-2015,summer,11,72.49090909090908,0.08,46.7317468,-112.0192694
411,64737,2012-2015,fall,11,72.34545454545454,0.08,46.7317468,-112.0192694
412,64737,2016-2019,winter,10,73.253,0.05,46.7317468,-112.0192694
413,64737,2016-2019,spring,11,71.95818181818181,0.05,46.7317468,-112.0192694
414,64737,2016-2019,summer,11,75.26545454545455,0.04,46.7317468,-112.0192694
415,64737,2016-2019,fall,10,74.202,0.03,46.7317468,-112.0192694
416,64737,2020-2023,winter,7,68.99,-0.06,46.7317468,-112.0192694
417,64737,2020-2023,spring,10,68.303,-0.05,46.7317468,-112.0192694
418,64737,2020-2023,summer,6,70.37333333333333,-0.06,46.7317468,-112.0192694
419,64737,2020-2023,fall,4,70.19,-0.05,46.7317468,-112.0192694
420,64755,prior to 2000,winter,0,,,46.7232986,-112.0201403
421,64755,prior to 2000,spring,0,,,46.7232986,-112.0201403
422,64755,prior to 2000,summer,0,,,46.7232986,-112.0201403
423,64755,prior to 2000,fall,0,,,46.7232986,-112.0201403
424,64755,2000-2003,winter,0,,,46.7232986,-112.0201403
425,64755,2000-2003,spring,0,,,46.7232986,-112.0201403
426,64755,2000-2003,summer,0,,,46.7232986,-112.0201403
427,64755,2000-2003,fall,0,,,46.7232986,-112.0201403
428,64755,2004-2007,winter,0,,,46.7232986,-112.0201403
429,64755,2004-2007,spring,0,,,46.7232986,-112.0201403
430,64755,2004-2007,summer,0,,,46.7232986,-112.0201403
431,64755,2004-2007,fall,0,,,46.7232986,-112.0201403
432,64755,2008-2011,winter,2201,71.17436240163562,,46.7232986,-112.0201403
433,64755,2008-2011,spring,918,74.00790412745097,,46.7232986,-112.0201403
434,64755,2008-2011,summer,1106,70.31593261482821,,46.7232986,-112.0201403
435,64755,2008-2011,fall,1080,71.57869496574074,,46.7232986,-112.0201403
436,64755,2012-2015,winter,4,161.84,1.27,46.7232986,-112.0201403
437,64755,2012-2015,spring,5,166.792,1.25,46.7232986,-112.0201403
438,64755,2012-2015,summer,6,209.59166666666667,1.98,46.7232986,-112.0201403
439,64755,2012-2015,fall,6,186.51166666666666,1.61,46.7232986,-112.0201403
440,64755,2016-2019,winter,9,196.9177777777778,0.22,46.7232986,-112.0201403
441,64755,2016-2019,spring,12,207.73749999999998,0.25,46.7232986,-112.0201403
442,64755,2016-2019,summer,9,247.6488888888889,0.18,46.7232986,-112.0201403
443,64755,2016-2019,fall,10,222.19899999999998,0.19,46.7232986,-112.0201403
444,64755,2020-2023,winter,7,222.30428571428573,0.13,46.7232986,-112.0201403
445,64755,2020-2023,spring,10,230.914,0.11,46.7232986,-112.0201403
446,64755,2020-2023,summer,5,256.27,0.03,46.7232986,-112.0201403
447,64755,2020-2023,fall,4,240.69,0.08,46.7232986,-112.0201403
448,65271,prior to 2000,winter,17,120.49058823529413,,46.7193633,-112.0532591
449,65271,prior to 2000,spring,19,122.78526315789475,,46.7193633,-112.0532591
450,65271,prior to 2000,summer,18,125.67,,46.7193633,-112.0532591
451,65271,prior to 2000,fall,18,121.54222222222221,,46.7193633,-112.0532591
452,65271,2000-2003,winter,14,130.7257142857143,0.08,46.7193633,-112.0532591
453,65271,2000-2003,spring,13,132.34076923076924,0.08,46.7193633,-112.0532591
454,65271,2000-2003,summer,12,140.67416666666665,0.12,46.7193633,-112.0532591
455,65271,2000-2003,fall,10,139.66500000000002,0.15,46.7193633,-112.0532591
456,65271,2004-2007,winter,12,139.3375,0.07,46.7193633,-112.0532591
457,65271,2004-2007,spring,13,141.26,0.07,46.7193633,-112.0532591
458,65271,2004-2007,summer,11,143.52727272727273,0.02,46.7193633,-112.0532591
459,65271,2004-2007,fall,11,140.72545454545454,0.01,46.7193633,-112.0532591
460,65271,2008-2011,winter,12,140.29999999999998,0.01,46.7193633,-112.0532591
461,65271,2008-2011,spring,11,141.98636363636362,0.01,46.7193633,-112.0532591
462,65271,2008-2011,summer,6,144.3,0.01,46.7193633,-112.0532591
463,65271,2008-2011,fall,13,143.06846153846155,0.02,46.7193633,-112.0532591
464,65271,2012-2015,winter,12,141.02583333333334,0.01,46.7193633,-112.0532591
465,65271,2012-2015,spring,11,143.27636363636364,0.01,46.7193633,-112.0532591
466,65271,2012-2015,summer,10,147.93,0.03,46.7193633,-112.0532591
467,65271,2012-2015,fall,12,142.81083333333333,-0.0,46.7193633,-112.0532591
468,65271,2016-2019,winter,8,144.475,0.02,46.7193633,-112.0532591
469,65271,2016-2019,spring,7,145.80142857142857,0.02,46.7193633,-112.0532591
470,65271,2016-2019,summer,9,152.86888888888888,0.03,46.7193633,-112.0532591
471,65271,2016-2019,fall,10,147.294,0.03,46.7193633,-112.0532591
472,65271,2020-2023,winter,6,150.84166666666667,0.04,46.7193633,-112.0532591
473,65271,2020-2023,spring,6,152.105,0.04,46.7193633,-112.0532591
474,65271,2020-2023,summer,4,156.445,0.02,46.7193633,-112.0532591
475,65271,2020-2023,fall,4,153.0025,0.04,46.7193633,-112.0532591
476,65316,prior to 2000,winter,0,,,46.7045986,-112.0771691
477,65316,prior to 2000,spring,0,,,46.7045986,-112.0771691
478,65316,prior to 2000,summer,0,,,46.7045986,-112.0771691
479,65316,prior to 2000,fall,0,,,46.7045986,-112.0771691
480,65316,2000-2003,winter,0,,,46.7045986,-112.0771691
481,65316,2000-2003,spring,0,,,46.7045986,-112.0771691
482,65316,2000-2003,summer,0,,,46.7045986,-112.0771691
483,65316,2000-2003,fall,0,,,46.7045986,-112.0771691
484,65316,2004-2007,winter,0,,,46.7045986,-112.0771691
485,65316,2004-2007,spring,0,,,46.7045986,-112.0771691
486,65316,2004-2007,summer,0,,,46.7045986,-112.0771691
487,65316,2004-2007,fall,0,,,46.7045986,-112.0771691
488,65316,2008-2011,winter,1283,12.277111791114576,,46.7045986,-112.0771691
489,65316,2008-2011,spring,2047,10.692235242794332,,46.7045986,-112.0771691
490,65316,2008-2011,summer,1163,10.535403348237317,,46.7045986,-112.0771691
491,65316,2008-2011,fall,911,11.734490890230516,,46.7045986,-112.0771691
492,65316,2012-2015,winter,11,11.80909090909091,-0.04,46.7045986,-112.0771691
493,65316,2012-2015,spring,12,11.068333333333333,0.04,46.7045986,-112.0771691
494,65316,2012-2015,summer,12,14.6725,0.39,46.7045986,-112.0771691
495,65316,2012-2015,fall,12,16.44666666666667,0.4,46.7045986,-112.0771691
496,65316,2016-2019,winter,11,12.043636363636363,0.02,46.7045986,-112.0771691
497,65316,2016-2019,spring,10,7.109999999999999,-0.36,46.7045986,-112.0771691
498,65316,2016-2019,summer,10,12.571000000000002,-0.14,46.7045986,-112.0771691
499,65316,2016-2019,fall,8,14.84625,-0.1,46.7045986,-112.0771691
500,65316,2020-2023,winter,5,14.09,0.17,46.7045986,-112.0771691
501,65316,2020-2023,spring,7,13.262857142857143,0.87,46.7045986,-112.0771691
502,65316,2020-2023,summer,4,15.0525,0.2,46.7045986,-112.0771691
503,65316,2020-2023,fall,4,13.924999999999999,-0.06,46.7045986,-112.0771691
504,65432,prior to 2000,winter,8,78.99375,,46.70294306,-112.0592231
505,65432,prior to 2000,spring,7,78.94571428571429,,46.70294306,-112.0592231
506,65432,prior to 2000,summer,9,79.93555555555555,,46.70294306,-112.0592231
507,65432,prior to 2000,fall,10,77.321,,46.70294306,-112.0592231
508,65432,2000-2003,winter,179,87.10625698324023,0.1,46.70294306,-112.0592231
509,65432,2000-2003,spring,183,86.96928961748634,0.1,46.70294306,-112.0592231
510,65432,2000-2003,summer,185,84.35097297297297,0.06,46.70294306,-112.0592231
511,65432,2000-2003,fall,186,82.1872311827957,0.06,46.70294306,-112.0592231
512,65432,2004-2007,winter,1636,80.03072407885085,-0.08,46.70294306,-112.0592231
513,65432,2004-2007,spring,1974,80.87078920516717,-0.07,46.70294306,-112.0592231
514,65432,2004-2007,summer,1667,80.1832222069586,-0.05,46.70294306,-112.0592231
515,65432,2004-2007,fall,2159,79.03410556415007,-0.04,46.70294306,-112.0592231
516,65432,2008-2011,winter,2989,77.94690305319506,-0.03,46.70294306,-112.0592231
517,65432,2008-2011,spring,3913,78.9953133759264,-0.02,46.70294306,-112.0592231
518,65432,2008-2011,summer,5115,76.03373996891496,-0.05,46.70294306,-112.0592231
519,65432,2008-2011,fall,3873,74.64318803304931,-0.06,46.70294306,-112.0592231
520,65432,2012-2015,winter,3169,80.23301897191543,0.03,46.70294306,-112.0592231
521,65432,2012-2015,spring,4207,81.01715572830997,0.03,46.70294306,-112.0592231
522,65432,2012-2015,summer,5276,79.32651417570129,0.04,46.70294306,-112.0592231
523,65432,2012-2015,fall,3499,79.3736793449557,0.06,46.70294306,-112.0592231
524,65432,2016-2019,winter,1760,86.15910944999999,0.07,46.70294306,-112.0592231
525,65432,2016-2019,spring,2259,88.0437934116866,0.09,46.70294306,-112.0592231
526,65432,2016-2019,summer,2688,83.03247474032739,0.05,46.70294306,-112.0592231
527,65432,2016-2019,fall,1078,82.0545833218924,0.03,46.70294306,-112.0592231
528,65432,2020-2023,winter,271,78.58452493726936,-0.09,46.70294306,-112.0592231
529,65432,2020-2023,spring,263,80.56818948288974,-0.08,46.70294306,-112.0592231
530,65432,2020-2023,summer,184,81.09887739130436,-0.02,46.70294306,-112.0592231
531,65432,2020-2023,fall,184,79.65399696739131,-0.03,46.70294306,-112.0592231
532,65615,prior to 2000,winter,25,16.875999999999998,,46.662853,-112.0935292
533,65615,prior to 2000,spring,34,16.47941176470588,,46.662853,-112.0935292
534,65615,prior to 2000,summer,38,16.44684210526316,,46.662853,-112.0935292
535,65615,prior to 2000,fall,21,16.781428571428574,,46.662853,-112.0935292
536,65615,2000-2003,winter,18,17.008333333333333,0.01,46.662853,-112.0935292
537,65615,2000-2003,spring,14,16.984285714285715,0.03,46.662853,-112.0935292
538,65615,2000-2003,summer,20,16.932499999999997,0.03,46.662853,-112.0935292
539,65615,2000-2003,fall,12,17.280833333333334,0.03,46.662853,-112.0935292
540,65615,2004-2007,winter,17,17.396470588235296,0.02,46.662853,-112.0935292
541,65615,2004-2007,spring,23,17.261304347826087,0.02,46.662853,-112.0935292
542,65615,2004-2007,summer,23,19.11195652173913,0.13,46.662853,-112.0935292
543,65615,2004-2007,fall,23,17.970434782608695,0.04,46.662853,-112.0935292
544,65615,2008-2011,winter,1259,16.73933956235107,-0.04,46.662853,-112.0935292
545,65615,2008-2011,spring,2925,16.85273937948718,-0.02,46.662853,-112.0935292
546,65615,2008-2011,summer,1810,17.112575168508286,-0.1,46.662853,-112.0935292
547,65615,2008-2011,fall,1440,17.46525020972222,-0.03,46.662853,-112.0935292
548,65615,2012-2015,winter,12,15.221666666666666,-0.09,46.662853,-112.0935292
549,65615,2012-2015,spring,10,15.800999999999998,-0.06,46.662853,-112.0935292
550,65615,2012-2015,summer,11,17.39272727272727,0.02,46.662853,-112.0935292
551,65615,2012-2015,fall,12,16.050833333333333,-0.08,46.662853,-112.0935292
552,65615,2016-2019,winter,9,16.015555555555558,0.05,46.662853,-112.0935292
553,65615,2016-2019,spring,11,14.013636363636364,-0.11,46.662853,-112.0935292
554,65615,2016-2019,summer,9,17.494444444444447,0.01,46.662853,-112.0935292
555,65615,2016-2019,fall,9,16.076666666666668,0.0,46.662853,-112.0935292
556,65615,2020-2023,winter,6,14.886666666666665,-0.07,46.662853,-112.0935292
557,65615,2020-2023,spring,7,15.904285714285715,0.13,46.662853,-112.0935292
558,65615,2020-2023,summer,4,18.645,0.07,46.662853,-112.0935292
559,65615,2020-2023,fall,4,15.307500000000001,-0.05,46.662853,-112.0935292
560,66455,prior to 2000,winter,17,19.678235294117645,,46.7518,-112.3001
561,66455,prior to 2000,spring,17,16.791176470588233,,46.7518,-112.3001
562,66455,prior to 2000,summer,16,17.5725,,46.7518,-112.3001
563,66455,prior to 2000,fall,18,19.487222222222222,,46.7518,-112.3001
564,66455,2000-2003,winter,15,22.043333333333333,0.12,46.7518,-112.3001
565,66455,2000-2003,spring,12,18.275833333333335,0.09,46.7518,-112.3001
566,66455,2000-2003,summer,9,18.67,0.06,46.7518,-112.3001
567,66455,2000-2003,fall,11,20.474545454545453,0.05,46.7518,-112.3001
568,66455,2004-2007,winter,11,21.272727272727273,-0.03,46.7518,-112.3001
569,66455,2004-2007,spring,12,17.7075,-0.03,46.7518,-112.3001
570,66455,2004-2007,summer,9,19.082222222222224,0.02,46.7518,-112.3001
571,66455,2004-2007,fall,10,20.57,0.0,46.7518,-112.3001
572,66455,2008-2011,winter,12,21.331666666666667,0.0,46.7518,-112.3001
573,66455,2008-2011,spring,11,16.904545454545453,-0.05,46.7518,-112.3001
574,66455,2008-2011,summer,7,18.754285714285714,-0.02,46.7518,-112.3001
575,66455,2008-2011,fall,10,20.811,0.01,46.7518,-112.3001
576,66455,2012-2015,winter,12,20.426666666666666,-0.04,46.7518,-112.3001
577,66455,2012-2015,spring,8,18.645,0.1,46.7518,-112.3001
578,66455,2012-2015,summer,11,20.995454545454546,0.12,46.7518,-112.3001
579,66455,2012-2015,fall,12,21.745,0.04,46.7518,-112.3001
580,66455,2016-2019,winter,11,21.36,0.05,46.7518,-112.3001
581,66455,2016-2019,spring,9,15.793333333333331,-0.15,46.7518,-112.3001
582,66455,2016-2019,summer,7,17.914285714285715,-0.15,46.7518,-112.3001
583,66455,2016-2019,fall,7,21.032857142857143,-0.03,46.7518,-112.3001
584,66455,2020-2023,winter,3,21.506666666666664,0.01,46.7518,-112.3001
585,66455,2020-2023,spring,2,18.744999999999997,0.19,46.7518,-112.3001
586,66455,2020-2023,summer,2,19.735,0.1,46.7518,-112.3001
587,66455,2020-2023,fall,2,20.875,-0.01,46.7518,-112.3001
588,132801,prior to 2000,winter,17,22.609411764705882,,46.5444,-112.0808
589,132801,prior to 2000,spring,18,19.715555555555554,,46.5444,-112.0808
590,132801,prior to 2000,summer,17,22.211764705882356,,46.5444,-112.0808
591,132801,prior to 2000,fall,18,23.29388888888889,,46.5444,-112.0808
592,132801,2000-2003,winter,15,25.566,0.13,46.5444,-112.0808
593,132801,2000-2003,spring,12,22.955,0.16,46.5444,-112.0808
594,132801,2000-2003,summer,11,24.797272727272727,0.12,46.5444,-112.0808
595,132801,2000-2003,fall,10,25.663999999999998,0.1,46.5444,-112.0808
596,132801,2004-2007,winter,12,25.035,-0.02,46.5444,-112.0808
597,132801,2004-2007,spring,11,20.60909090909091,-0.1,46.5444,-112.0808
598,132801,2004-2007,summer,10,22.792,-0.08,46.5444,-112.0808
599,132801,2004-2007,fall,10,24.832,-0.03,46.5444,-112.0808
600,132801,2008-2011,winter,12,23.271666666666665,-0.07,46.5444,-112.0808
601,132801,2008-2011,spring,12,20.111666666666668,-0.02,46.5444,-112.0808
602,132801,2008-2011,summer,10,20.419,-0.1,46.5444,-112.0808
603,132801,2008-2011,fall,12,22.179166666666664,-0.11,46.5444,-112.0808
604,132801,2012-2015,winter,11,23.46,0.01,46.5444,-112.0808
605,132801,2012-2015,spring,12,22.328333333333333,0.11,46.5444,-112.0808
606,132801,2012-2015,summer,12,25.205833333333334,0.23,46.5444,-112.0808
607,132801,2012-2015,fall,11,25.927272727272726,0.17,46.5444,-112.0808
608,132801,2016-2019,winter,8,25.353749999999998,0.08,46.5444,-112.0808
609,132801,2016-2019,spring,7,23.02857142857143,0.03,46.5444,-112.0808
610,132801,2016-2019,summer,6,25.55666666666667,0.01,46.5444,-112.0808
611,132801,2016-2019,fall,6,23.461666666666662,-0.1,46.5444,-112.0808
612,132801,2020-2023,winter,5,21.6,-0.15,46.5444,-112.0808
613,132801,2020-2023,spring,5,22.494,-0.02,46.5444,-112.0808
614,132801,2020-2023,summer,3,30.763333333333335,0.2,46.5444,-112.0808
615,132801,2020-2023,fall,4,23.377499999999998,-0.0,46.5444,-112.0808
616,143645,prior to 2000,winter,0,,,46.7386605,-112.0307699
617,143645,prior to 2000,spring,0,,,46.7386605,-112.0307699
618,143645,prior to 2000,summer,0,,,46.7386605,-112.0307699
619,143645,prior to 2000,fall,0,,,46.7386605,-112.0307699
620,143645,2000-2003,winter,1,98.07,,46.7386605,-112.0307699
621,143645,2000-2003,spring,3,100.00666666666666,,46.7386605,-112.0307699
622,143645,2000-2003,summer,1,103.77,,46.7386605,-112.0307699
623,143645,2000-2003,fall,0,,,46.7386605,-112.0307699
624,143645,2004-2007,winter,9,103.07444444444444,0.05,46.7386605,-112.0307699
625,143645,2004-2007,spring,8,103.60625,0.04,46.7386605,-112.0307699
626,143645,2004-2007,summer,9,108.83111111111111,0.05,46.7386605,-112.0307699
627,143645,2004-2007,fall,10,107.585,,46.7386605,-112.0307699
628,143645,2008-2011,winter,11,107.52727272727272,0.04,46.7386605,-112.0307699
629,143645,2008-2011,spring,11,106.56363636363636,0.03,46.7386605,-112.0307699
630,143645,2008-2011,summer,6,113.79333333333334,0.05,46.7386605,-112.0307699
631,143645,2008-2011,fall,12,113.43,0.05,46.7386605,-112.0307699
632,143645,2012-2015,winter,12,108.50083333333333,0.01,46.7386605,-112.0307699
633,143645,2012-2015,spring,11,109.36999999999999,0.03,46.7386605,-112.0307699
634,143645,2012-2015,summer,7,117.11428571428573,0.03,46.7386605,-112.0307699
635,143645,2012-2015,fall,12,114.585,0.01,46.7386605,-112.0307699
636,143645,2016-2019,winter,10,115.50999999999999,0.06,46.7386605,-112.0307699
637,143645,2016-2019,spring,11,116.98909090909092,0.07,46.7386605,-112.0307699
638,143645,2016-2019,summer,10,126.279,0.08,46.7386605,-112.0307699
639,143645,2016-2019,fall,10,120.303,0.05,46.7386605,-112.0307699
640,143645,2020-2023,winter,6,113.47333333333334,-0.02,46.7386605,-112.0307699
641,143645,2020-2023,spring,6,113.08999999999999,-0.03,46.7386605,-112.0307699
642,143645,2020-2023,summer,4,127.015,0.01,46.7386605,-112.0307699
643,143645,2020-2023,fall,4,118.54,-0.01,46.7386605,-112.0307699
644,144726,prior to 2000,winter,0,,,46.7177272,-111.990548
645,144726,prior to 2000,spring,0,,,46.7177272,-111.990548
646,144726,prior to 2000,summer,0,,,46.7177272,-111.990548
647,144726,prior to 2000,fall,0,,,46.7177272,-111.990548
648,144726,2000-2003,winter,0,,,46.7177272,-111.990548
649,144726,2000-2003,spring,0,,,46.7177272,-111.990548
650,144726,2000-2003,summer,0,,,46.7177272,-111.990548
651,144726,2000-2003,fall,0,,,46.7177272,-111.990548
652,144726,2004-2007,winter,2,58.37,,46.7177272,-111.990548
653,144726,2004-2007,spring,3,60.24333333333334,,46.7177272,-111.990548
654,144726,2004-2007,summer,3,54.00333333333333,,46.7177272,-111.990548
655,144726,2004-2007,fall,6,54.135,,46.7177272,-111.990548
656,144726,2008-2011,winter,2238,59.67316745889186,0.02,46.7177272,-111.990548
657,144726,2008-2011,spring,3029,59.54280687355563,-0.01,46.7177272,-111.990548
658,144726,2008-2011,summer,2393,52.63748363518596,-0.03,46.7177272,-111.990548
659,144726,2008-2011,fall,1268,53.99463691246057,-0.0,46.7177272,-111.990548
660,144726,2012-2015,winter,11,57.72181818181818,-0.03,46.7177272,-111.990548
661,144726,2012-2015,spring,10,55.32000000000001,-0.07,46.7177272,-111.990548
662,144726,2012-2015,summer,8,47.07,-0.11,46.7177272,-111.990548
663,144726,2012-2015,fall,12,51.69083333333333,-0.04,46.7177272,-111.990548
664,144726,2016-2019,winter,12,59.81333333333333,0.04,46.7177272,-111.990548
665,144726,2016-2019,spring,9,57.10555555555556,0.03,46.7177272,-111.990548
666,144726,2016-2019,summer,10,50.58,0.07,46.7177272,-111.990548
667,144726,2016-2019,fall,8,54.155,0.05,46.7177272,-111.990548
668,144726,2020-2023,winter,3,57.473333333333336,-0.04,46.7177272,-111.990548
669,144726,2020-2023,spring,2,59.74,0.05,46.7177272,-111.990548
670,144726,2020-2023,summer,2,46.85,-0.07,46.7177272,-111.990548
671,144726,2020-2023,fall,2,51.45,-0.05,46.7177272,-111.990548
672,147130,prior to 2000,winter,11,21.477272727272727,,46.654518,-112.2162663
673,147130,prior to 2000,spring,12,20.229166666666668,,46.654518,-112.2162663
674,147130,prior to 2000,summer,11,21.186363636363637,,46.654518,-112.2162663
675,147130,prior to 2000,fall,11,21.64272727272727,,46.654518,-112.2162663
676,147130,2000-2003,winter,15,22.504,0.05,46.654518,-112.2162663
677,147130,2000-2003,spring,12,22.68166666666667,0.12,46.654518,-112.2162663
678,147130,2000-2003,summer,12,23.55333333333333,0.11,46.654518,-112.2162663
679,147130,2000-2003,fall,10,22.526999999999997,0.04,46.654518,-112.2162663
680,147130,2004-2007,winter,9,22.63222222222222,0.01,46.654518,-112.2162663
681,147130,2004-2007,spring,11,23.164545454545454,0.02,46.654518,-112.2162663
682,147130,2004-2007,summer,9,23.37777777777778,-0.01,46.654518,-112.2162663
683,147130,2004-2007,fall,10,23.136000000000003,0.03,46.654518,-112.2162663
684,147130,2008-2011,winter,12,23.160833333333333,0.02,46.654518,-112.2162663
685,147130,2008-2011,spring,12,22.41916666666667,-0.03,46.654518,-112.2162663
686,147130,2008-2011,summer,12,23.060000000000002,-0.01,46.654518,-112.2162663
687,147130,2008-2011,fall,12,22.981666666666666,-0.01,46.654518,-112.2162663
688,147130,2012-2015,winter,9,21.0,-0.09,46.654518,-112.2162663
689,147130,2012-2015,spring,12,21.090833333333332,-0.06,46.654518,-112.2162663
690,147130,2012-2015,summer,11,21.993636363636366,-0.05,46.654518,-112.2162663
691,147130,2012-2015,fall,12,21.867500000000003,-0.05,46.654518,-112.2162663
692,147130,2016-2019,winter,11,21.604545454545455,0.03,46.654518,-112.2162663
693,147130,2016-2019,spring,10,19.574,-0.07,46.654518,-112.2162663
694,147130,2016-2019,summer,10,20.683,-0.06,46.654518,-112.2162663
695,147130,2016-2019,fall,8,21.195,-0.03,46.654518,-112.2162663
696,147130,2020-2023,winter,3,19.28,-0.11,46.654518,-112.2162663
697,147130,2020-2023,spring,2,19.755000000000003,0.01,46.654518,-112.2162663
698,147130,2020-2023,summer,2,19.91,-0.04,46.654518,-112.2162663
699,147130,2020-2023,fall,2,19.36,-0.09,46.654518,-112.2162663
700,148259,prior to 2000,winter,9,161.21666666666667,,46.7329651,-111.9554411
701,148259,prior to 2000,spring,12,164.9275,,46.7329651,-111.9554411
702,148259,prior to 2000,summer,11,171.6681818181818,,46.7329651,-111.9554411
703,148259,prior to 2000,fall,13,164.0430769230769,,46.7329651,-111.9554411
704,148259,2000-2003,winter,14,164.11928571428572,0.02,46.7329651,-111.9554411
705,148259,2000-2003,spring,12,171.22833333333332,0.04,46.7329651,-111.9554411
706,148259,2000-2003,summer,11,168.17363636363638,-0.02,46.7329651,-111.9554411
707,148259,2000-2003,fall,10,166.792,0.02,46.7329651,-111.9554411
708,148259,2004-2007,winter,10,165.636,0.01,46.7329651,-111.9554411
709,148259,2004-2007,spring,12,166.62666666666667,-0.03,46.7329651,-111.9554411
710,148259,2004-2007,summer,9,172.12666666666667,0.02,46.7329651,-111.9554411
711,148259,2004-2007,fall,7,168.8957142857143,0.01,46.7329651,-111.9554411
712,148259,2008-2011,winter,11,169.67,0.02,46.7329651,-111.9554411
713,148259,2008-2011,spring,11,170.80909090909088,0.03,46.7329651,-111.9554411
714,148259,2008-2011,summer,8,184.26625,0.07,46.7329651,-111.9554411
715,148259,2008-2011,fall,11,172.4527272727273,0.02,46.7329651,-111.9554411
716,148259,2012-2015,winter,10,172.081,0.01,46.7329651,-111.9554411
717,148259,2012-2015,spring,10,182.07,0.07,46.7329651,-111.9554411
718,148259,2012-2015,summer,9,206.58444444444444,0.12,46.7329651,-111.9554411
719,148259,2012-2015,fall,11,179.58,0.04,46.7329651,-111.9554411
720,148259,2016-2019,winter,32,174.68691140625,0.02,46.7329651,-111.9554411
721,148259,2016-2019,spring,97,179.5009787525773,-0.01,46.7329651,-111.9554411
722,148259,2016-2019,summer,89,198.0991011235955,-0.04,46.7329651,-111.9554411
723,148259,2016-2019,fall,164,179.18556729268292,-0.0,46.7329651,-111.9554411
724,148259,2020-2023,winter,166,174.6437951807229,-0.0,46.7329651,-111.9554411
725,148259,2020-2023,spring,272,181.33319852941176,0.01,46.7329651,-111.9554411
726,148259,2020-2023,summer,205,204.89365853658535,0.03,46.7329651,-111.9554411
727,148259,2020-2023,fall,153,182.55718954248366,0.02,46.7329651,-111.9554411
728,155613,prior to 2000,winter,10,32.769,,46.7079498,-112.2066564
729,155613,prior to 2000,spring,12,33.5575,,46.7079498,-112.2066564
730,155613,prior to 2000,summer,12,33.015,,46.7079498,-112.2066564
731,155613,prior to 2000,fall,13,32.68769230769231,,46.7079498,-112.2066564
732,155613,2000-2003,winter,15,34.064,0.04,46.7079498,-112.2066564
